dzlabel,dzcode,lalabel,rank,vigintile,pconlabel
Eaglesham and Waterfoot - 03,S01008357,East Renfrewshire,,16,Eastwood
Eaglesham and Waterfoot - 04,S01008358,East Renfrewshire,,8,Eastwood
Eaglesham and Waterfoot - 05,S01008359,East Renfrewshire,,17,Eastwood
Eaglesham and Waterfoot - 06,S01008360,East Renfrewshire,,18,Eastwood
Eaglesham and Waterfoot - 07,S01008361,East Renfrewshire,,16,Eastwood
North Kirkhill - 01,S01008362,East Renfrewshire,,19,Eastwood
North Kirkhill - 02,S01008363,East Renfrewshire,,18,Eastwood
North Kirkhill - 03,S01008364,East Renfrewshire,,19,Eastwood
North Kirkhill - 04,S01008365,East Renfrewshire,,19,Eastwood
Busby - 01,S01008366,East Renfrewshire,,12,Eastwood
Busby - 02,S01008367,East Renfrewshire,,7,Eastwood
Busby - 03,S01008368,East Renfrewshire,,17,Eastwood
Busby - 04,S01008369,East Renfrewshire,,14,Eastwood
Busby - 05,S01008370,East Renfrewshire,,17,Eastwood
Clarkston and Sheddens - 01,S01008371,East Renfrewshire,,20,Eastwood
Clarkston and Sheddens - 02,S01008372,East Renfrewshire,,19,Eastwood
Clarkston and Sheddens - 03,S01008373,East Renfrewshire,,20,Eastwood
Clarkston and Sheddens - 04,S01008374,East Renfrewshire,,20,Eastwood
Clarkston and Sheddens - 05,S01008375,East Renfrewshire,,20,Eastwood
Clarkston and Sheddens - 06,S01008376,East Renfrewshire,,20,Eastwood
Clarkston and Sheddens - 07,S01008377,East Renfrewshire,,20,Eastwood
Clarkston and Sheddens - 08,S01008378,East Renfrewshire,,20,Eastwood
Williamwood - 01,S01008379,East Renfrewshire,,20,Eastwood
Williamwood - 02,S01008380,East Renfrewshire,,20,Eastwood
Williamwood - 03,S01008381,East Renfrewshire,,20,Eastwood
Williamwood - 04,S01008382,East Renfrewshire,,20,Eastwood
Williamwood - 05,S01008383,East Renfrewshire,,20,Eastwood
Stamperland - 01,S01008384,East Renfrewshire,,17,Eastwood
Stamperland - 02,S01008385,East Renfrewshire,,20,Eastwood
Stamperland - 03,S01008386,East Renfrewshire,,18,Eastwood
Stamperland - 04,S01008387,East Renfrewshire,,20,Eastwood
Stamperland - 05,S01008388,East Renfrewshire,,16,Eastwood
Netherlee - 01,S01008389,East Renfrewshire,,17,Eastwood
Netherlee - 02,S01008390,East Renfrewshire,,20,Eastwood
Netherlee - 03,S01008391,East Renfrewshire,,19,Eastwood
Netherlee - 04,S01008392,East Renfrewshire,,19,Eastwood
Netherlee - 05,S01008393,East Renfrewshire,,20,Eastwood
Netherlee - 06,S01008394,East Renfrewshire,,20,Eastwood
Merrylee and Braidbar - 01,S01008395,East Renfrewshire,,18,Eastwood
Merrylee and Braidbar - 02,S01008396,East Renfrewshire,,18,Eastwood
Merrylee and Braidbar - 03,S01008397,East Renfrewshire,,20,Eastwood
Merrylee and Braidbar - 04,S01008398,East Renfrewshire,,17,Eastwood
Merrylee and Braidbar - 05,S01008399,East Renfrewshire,,19,Eastwood
Merrylee and Braidbar - 06,S01008400,East Renfrewshire,,20,Eastwood
Merrylee and Braidbar - 07,S01008401,East Renfrewshire,,18,Eastwood
Lower Whitecraigs and South Giffnock - 01,S01008402,East Renfrewshire,,20,Eastwood
Lower Whitecraigs and South Giffnock - 02,S01008403,East Renfrewshire,,20,Eastwood
Lower Whitecraigs and South Giffnock - 03,S01008404,East Renfrewshire,,19,Eastwood
Lower Whitecraigs and South Giffnock - 04,S01008405,East Renfrewshire,,20,Eastwood
North Giffnock and North Thornliebank - 01,S01008406,East Renfrewshire,,13,Eastwood
North Giffnock and North Thornliebank - 02,S01008407,East Renfrewshire,,12,Eastwood
North Giffnock and North Thornliebank - 03,S01008408,East Renfrewshire,,20,Eastwood
North Giffnock and North Thornliebank - 04,S01008409,East Renfrewshire,,10,Eastwood
North Giffnock and North Thornliebank - 05,S01008410,East Renfrewshire,,15,Eastwood
South Thornliebank and Woodfarm - 01,S01008411,East Renfrewshire,,17,Eastwood
South Thornliebank and Woodfarm - 02,S01008412,East Renfrewshire,,16,Eastwood
South Thornliebank and Woodfarm - 03,S01008413,East Renfrewshire,,11,Eastwood
